zone,population,placename,category,description,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,2024,2025,last12mos,total_prior3years,avg_prior3years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior3years
26,13300,Hoke Loop Road,Other/Unknown,FRAUD - WELFARE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0.3,NA,NA,100,567,0,0,0,7.5,15,2.3
26,13300,Hoke Loop Road,Other/Unknown,HACKING/COMPUTER INVASION,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,7.5,0,2.3
26,13300,Hoke Loop Road,Burglary,BREAKING OR ENTERING BUILDINGS GENERALLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
26,13300,Hoke Loop Road,Burglary,BURGLARY - SHOPLIFTING ESCALATION,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
26,13300,Hoke Loop Road,Other/Unknown,SIMPLE ASSAULT SIMPLE ASSAULT&BATTERY OR AFFRAY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
26,13300,Hoke Loop Road,Other/Unknown,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
26,13300,Hoke Loop Road,Aggravated Assault,ASSAULT INFLICTING SERIOUS INJURY - STRANGULATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,7.5,0
26,13300,Hoke Loop Road,Robbery,ROBBERY - SHOPLIFTING ESCALATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,NA,NA,NA,NA,0,0,0,0,15,0
AP,0,Airport,Aggravated Assault,AGGRAVATED ASSAULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Motor Vehicle Theft,MOTOR VEHICLE THEFT - AUTOMOBILE,1,1,0,0,5,1,1,1,13,1,1,0,0,4,4,0,2,1,0.3,-100,100,NA,567,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,2,0.7,NA,NA,-100,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,ALL OTHER - KIDNAPPING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,1,0,0,1,1,0,1,0,0,1,0,2,0,0,0,0,0,2,0.7,-100,-100,NA,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,FRAUD - OTHER,6,7,8,6,12,7,8,0,3,0,0,0,0,2,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,3,0,2,1,0,2,1,3,4,2,1,3,5,7,2,0,2,9,3,150,0,-60,-33,NA,NA,NA,NA,NA,NA
AP,0,Airport,Robbery,ROBBERY - BUSINESS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Theft,LARCENY - ALL OTHER,2,4,8,7,4,2,2,1,1,0,0,1,1,3,2,0,2,2,0.7,NA,NA,100,186,NA,NA,NA,NA,NA,NA
AP,0,Airport,Theft,LARCENY - FROM MOTOR VEHICLE,2,2,0,1,1,0,0,2,2,1,0,0,1,1,0,0,0,1,0.3,0,-100,-100,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,FRAUD - FALSE PRETENSE,0,2,0,1,2,1,3,7,7,7,6,14,5,3,1,0,1,25,8.3,-28.6,-85.7,-80,-88,NA,NA,NA,NA,NA,NA
AP,0,Airport,Theft,LARCENY - AUTOMOBILE ACCESSORIES,0,1,1,0,1,3,1,1,2,0,3,1,7,0,0,0,0,11,3.7,NA,NA,-100,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Burglary,BURGLARY - FORCIBLE ENTRY - RESIDENCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,EMBEZZLEMENT - ALL OTHER,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,FRAUD - IMPERSONATION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Burglary,BURGLARY - NO FORCE ENTRY - BUSINESS,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,ASSAULT - SIMPLE - OFFICER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Aggravated Assault,AGG ASSAULT MISDEMEANOR,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Theft,LARCENY - FROM BUILDING,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,3,1,NA,NA,-100,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Motor Vehicle Theft,MOTOR VEHICLE THEFT - TRUCK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,PHYSICAL ASLT - SEXUAL MOTIVE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,COUNTERFEIT - USING,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,SIMPLE ASLT ALL OTHER,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.3,-100,-100,NA,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Theft,LARCENY - MEDICATION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Burglary,BURGLARY - FORCIBLE ENTRY - BUSINESS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.7,NA,NA,-100,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,FRAUD - CREDIT CARD / ATM,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.3,NA,NA,-100,-100,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,IDENTITY THEFT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP,0,Airport,Other/Unknown,ASSAULT - SIMPLE DOMESTIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Burglary,BURGLARY - FORCIBLE ENTRY - RESIDENCE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Motor Vehicle Theft,MOTOR VEHICLE THEFT - OTHER VEHICLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,ASSAULT - NON PHYSICAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,STOLEN PROPERTY - POSSESSION,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Theft,LARCENY - AUTOMOBILE ACCESSORIES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO3,NA,NA,Other/Unknown,STOLEN PROPERTY - POSSESSION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO3,NA,NA,Theft,LARCENY - FROM MOTOR VEHICLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO6,NA,NA,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO6,NA,NA,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO6,NA,NA,Theft,LARCENY - ALL OTHER,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO6,NA,NA,Theft,LARCENY - SHOPLIFTING,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO7,NA,NA,Theft,LARCENY - FROM MOTOR VEHICLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Motor Vehicle Theft,MOTOR VEHICLE THEFT - AUTOMOBILE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Other/Unknown,FRAUD - FALSE PRETENSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Burglary,BURGLARY - FORCIBLE ENTRY - RESIDENCE,3,1,4,2,4,7,9,3,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,1,3,9,4,0,5,5,0,3,1,3,1,3,7,1,0,1,7,2.3,200,0,-66.7,-57,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,ALL OTHER - STALKING,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,FRAUD - CREDIT CARD / ATM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,FRAUD - FALSE PRETENSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Other/Unknown,FRAUD - OTHER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Theft,LARCENY - ALL OTHER,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Theft,LARCENY - FROM BUILDING,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNT,NA,NA,Theft,LARCENY - FROM MOTOR VEHICLE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM1,NA,NA,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM1,NA,NA,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HM3,NA,NA,Other/Unknown,SIMPLE ASLT ALL OTHER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,AGG ASLT SEX MOTIVE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,AGGRAVATED ASSAULT,0,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,AGGRAVATED ASSAULT - DOMESTIC,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,ALL OTHER,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Burglary,BURGLARY - NO FORCE ENTRY - RESIDENCE,0,1,2,3,5,6,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Motor Vehicle Theft,MOTOR VEHICLE THEFT - AUTOMOBILE,0,2,6,4,2,3,1,0,1,1,1,1,1,3,9,4,10,3,1,0,900,900,900,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Motor Vehicle Theft,MOTOR VEHICLE THEFT - OTHER VEHICLE,0,1,7,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Murder,CRIMINAL HOMICIDE - MURDER,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,0,35,64,36,24,42,24,4,1,2,3,1,1,4,14,2,15,5,1.7,-50,650,1400,782,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ALL OTHER - STALKING,0,1,3,6,3,2,1,1,0,1,0,0,0,2,0,4,4,0,0,-100,300,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ARSON,0,1,0,0,1,0,2,0,0,0,0,0,1,0,3,2,5,1,0.3,NA,NA,400,1567,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ASSAULT - SIMPLE DOMESTIC,0,1,3,1,5,6,8,2,2,1,0,1,1,2,4,0,4,2,0.7,0,300,300,471,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,0,3,10,9,4,20,15,1,4,7,6,4,1,10,23,4,26,11,3.7,-85.7,271.4,2500,603,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,COMMUNICATING THREATS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,COUNTERFEIT - USING,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.3,0,-100,-100,-100,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FRAUD - CREDIT CARD / ATM,0,2,0,1,1,3,2,2,1,8,1,2,3,8,4,0,3,6,2,-62.5,-62.5,0,50,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FRAUD - FALSE PRETENSE,0,2,6,5,1,7,1,1,4,3,5,3,3,1,11,12,22,11,3.7,0,633.3,633.3,495,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FRAUD - OTHER,0,1,1,0,3,0,2,2,4,0,0,0,1,4,4,4,7,1,0.3,NA,NA,600,2233,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,0,1,3,3,2,5,2,0,0,3,2,0,0,1,0,2,2,2,0.7,-100,-33.3,NA,186,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FRAUD - WORTHLESS CHECK,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,OTHER - THREATENING PHONE CALL,0,1,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,SIMPLE ASLT ALL OTHER,0,1,2,1,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,0,5,11,5,19,22,8,7,7,6,7,5,3,10,10,3,12,15,5,-50,100,300,140,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Robbery,ROBBERY - INDIVIDUAL,0,3,2,1,6,11,3,3,3,6,4,2,0,3,2,0,2,6,2,-100,-66.7,NA,0,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Theft,LARCENY - ALL OTHER,0,8,15,7,39,45,20,6,4,8,3,1,2,12,23,3,23,6,2,-75,187.5,1050,1050,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Theft,LARCENY - FROM MOTOR VEHICLE,0,10,4,3,8,20,8,2,4,4,1,3,2,6,15,3,17,6,2,-50,325,750,750,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Theft,LARCENY - GAS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Theft,LARCENY - SHOPLIFTING,0,1,8,1,1,4,3,1,2,1,6,1,0,20,21,6,22,7,2.3,-100,2100,NA,857,NA,NA,NA,NA,NA,NA
SO2,NA,NA,Other/Unknown,OTHER - THREATENING PHONE CALL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO5,NA,NA,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO6,NA,NA,Other/Unknown,STOLEN PROPERTY - POSSESSION,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO6,NA,NA,Theft,LARCENY - AUTOMOBILE ACCESSORIES,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO7,NA,NA,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO7,NA,NA,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO7,NA,NA,Theft,LARCENY - ALL OTHER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Other/Unknown,ASSAULT - PHYSICAL OFFICER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Other/Unknown,COUNTERFEIT - POSSESSION / CONCEAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Other/Unknown,SIMPLE ASLT ALL OTHER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO9,NA,NA,Theft,LARCENY - ALL OTHER,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,AGGRAVATED ASSAULT - OFFICER,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,SHOOTING INTO OCCUPIED DWELLING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Burglary,BURGLARY - FORCIBLE ENTRY - BUSINESS,0,0,2,1,3,1,2,0,1,0,0,0,0,1,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FORGERY - UNDETERMINED,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Theft,LARCENY - AUTOMOBILE ACCESSORIES,0,0,3,2,3,6,1,1,1,0,2,1,2,1,1,2,2,5,1.7,NA,NA,0,18,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Theft,LARCENY - FROM BUILDING,0,0,1,3,11,20,9,4,2,1,2,1,2,3,8,4,10,5,1.7,100,900,400,488,NA,NA,NA,NA,NA,NA
HM1,NA,NA,Other/Unknown,FRAUD - FALSE PRETENSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SO5,NA,NA,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,AGG ASSAULT DOMESTIC MISD,0,0,0,1,3,0,1,1,1,1,1,1,1,0,2,0,1,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,AGG ASSAULT FELONY,0,0,0,5,6,5,1,1,1,4,0,1,0,2,1,4,5,1,0.3,-100,25,NA,1567,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,AGG ASSAULT MISDEMEANOR,0,0,0,9,4,9,2,1,1,7,2,1,5,2,2,0,2,8,2.7,-28.6,-71.4,-60,-26,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Aggravated Assault,SHOOT INTO OCCUP DWELL FEL,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Burglary,BURGLARY - FORCE ENTRY - RES - HOMEINVS,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ALL OTHER - KIDNAPPING,0,0,0,2,2,1,2,0,1,0,0,2,0,1,2,2,4,2,0.7,NA,NA,NA,471,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ASSAULT - SIMPLE - OFFICER,0,0,0,1,2,1,0,0,0,2,2,3,1,1,0,0,0,6,2,-50,-100,-100,-100,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,ASSAULT LAW ENFORCEMENT OFFICER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FORGERY - USING / UTTERING,0,0,0,1,0,2,0,0,0,1,1,1,3,0,0,2,2,5,1.7,200,100,-33.3,18,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,FRAUD - IMPERSONATION,0,0,0,2,0,3,3,1,0,0,0,0,1,1,3,0,3,1,0.3,NA,NA,200,900,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,POSSESSING STOLEN GOODS,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,STOLEN PROPERTY - POSSESSION,0,0,0,3,17,14,2,0,4,0,2,1,3,10,7,0,4,6,2,NA,NA,33.3,100,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Other/Unknown,THREATS AGAINST EXECUTIVE OR LEGISLATIVE OFFICER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unknown,NA,NA,Robbery,ROBBERY - BUSINESS,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
